whitney_no,root_iast,homonym,talmud_root,talmud_whitney_ref,talmud_tip,talmud_ryad,talmud_set,mp1_grade,mp2_grade,mp3_grade,alternation_class,mp1_deviation,derivation_method,grade_confidence,match_kind,unclassifiable_reason
643,riñkh,,riṅg,"riñkh, riñg",III,I₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
644,ric,,ric,ric,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
645,rip,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
646,riph,,riph,riph,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
647,ribh,,ribh,ribh,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
648,riś,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
649,riṣ,,riṣ,riṣ,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
650,rih,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
651,rī,,ri,"ri, rī",I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
652,ru,1,ru,1 ru,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
653,ru,2,ru,2 ru,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
654,ruc,,ruc,ruc,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
655,ruj,,ruj,ruj,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
656,ruṭh,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
657,rud,,rud,rud,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
658,rudh,1,rudh,2 rudh,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
659,rudh,2,rudh,2 rudh,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
660,rup,,rup,rup,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
661,ruṣ,,ruṣ,ruṣ,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
662,ruh,,ruh,ruh,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
663,rūṣ,,rūṣ,rūṣ,III,U₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
664,rej,,rej,rej,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
665,reḍ,,reḍ,reḍ,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
666,rebh,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
667,lakṣ,,lakṣ,lakṣ,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
668,lag,,lag,lag,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
669,laṅgh,,langh,laṅgh,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
670,lajj,,lajj,lajj,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
671,laḍ,,laḍ,laḍ,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
672,lap,,lap,lap,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
673,labh,,labh,labh,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
674,lam,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
675,lamb,,lanb,lamb,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
676,lal,,lal,lal,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
677,laṣ,,laṣ,laṣ,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
678,las,,las,las,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
679,lā,,lā,lā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
680,lāñch,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
681,likh,,likh,likh,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
682,lip,,lip,"lip, limp",I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
683,liś,,liś,liś,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
684,lih,,lih,lih,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
685,lī,1,lī,1 lī,I,I₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
686,lī,2,lī,2 lī,I,I₂,,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
687,luñc,,luñc,luñc,III,U₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
688,luṭh,1,luṭh,1 luṭh,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
689,luṭh,2,luṇṭh,"2 luṭh, luṇṭh",III,U₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,spelling+homonym,
690,luḍ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
691,lup,,lup,lup,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
692,lubh,,lubh,lubh,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
693,lul,,lul,lul,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
694,lū,,lū,lū,I,U₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
695,lok,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
696,loc,,loc,loc,II,U,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
697,vak,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
698,vakṣ,,uøkṣ,"vakṣ, ukṣ",I,A₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
699,vac,,uøc,vac,I,A₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
700,vaj,,uøj,vaj,I,A₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
701,vañc,,vn̥c,vañc,I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
702,vaṇṭ,,vanṭ,vaṇṭ,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
703,vat,,vat,vat,II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
704,vad,,uød,vad,I,A₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
705,vadh,,vadh,"vadh, badh",II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
706,van,,vn̥̄,"van, vā",I,N₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
707,vand,,vand,vand,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
708,vap,1,uøp,1 vap,I,A₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
709,vap,2,uøp,2 vap,I,A₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
710,vam,,vm̥̄,vam,I,M₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
711,val,,val,val,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
712,valg,,valg,valg,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
713,valh,,valh,valh,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
714,vaś,,uøś,vaś,I,A₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
715,vas,1,uøs,"1 vas, uṣ, uch",I,A₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
716,vas,2,vas,2 vas,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,spelling+homonym,
717,vas,3,uøs,3 vas,I,A₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
718,vah,,uøh,vah,I,A₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
719,vā,1,vā,1 vā,II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,spelling+homonym,
720,vā,2,uø̄,"2 vā, vi, u",I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
722,vāñch,,vānch,vāñch,IV,N,seṭ,vrddhi,vrddhi,vrddhi,over-strong,,talmud_appendix1,authorial,unique_spelling,
723,vāś,,vāś,vāś,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
724,vāh,,vāh,vāh,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
725,vic,1,vic,1 vic,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
726,vic,2,viøc,"vyac, vic",I,A₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,ambiguous_same_tip,
727,vij,,vij,vij,I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
728,vid,1,vid,1 vid,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
729,vid,2,vid,2 vid,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
730,vidh,1,vidh,1 vidh,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
731,vidh,2,viødh,"vyadh, vidh",I,A₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,ambiguous_same_tip,
732,vindh,,vidh,vindh,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
733,vip,,vep,"vip, vep",II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
734,viś,,viś,viś,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
735,viṣ,,viṣ,viṣ,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
736,viṣṭ,,viṣṭ,"viṣṭ, veṣṭ",I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
737,vī,,vī,vī,I,I₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,ambiguous_same_tip,
738,vīj,,vīøj,"vīj, vyaj",I,A₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
739,vīḍ,,vīḍ,vīḍ,III,I₂,,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
740,vṛ,1,vṛ,1 vṛ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,ambiguous_same_tip,
741,vṛ,2,vṛ,1 vṛ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,ambiguous_same_tip,
742,vṛṃh,,vṛṃh,"vṛṃh, bṛṃh",III,R₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
743,vṛj,,vṛj,vṛj,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
744,vṛt,,vṛt,vṛt,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
745,vṛdh,,vṛdh,vṛdh,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
746,vṛṣ,,vṛṣ,vṛṣ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
747,vṛh,,vṛh,"vṛh, bṛh",I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
748,ven,,ven,ven,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
749,vell,,vell,vell,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
750,veṣṭ,,viṣṭ,"viṣṭ, veṣṭ",I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
751,vyac,,viøc,"vyac, vic",I,A₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
752,vyaj,,vīøj,"vīj, vyaj",I,A₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
753,vyath,,vyath,vyath,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
754,vyadh,,viødh,"vyadh, vidh",I,A₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
755,vyay,,vye,vyay,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
756,vyā,,vīø̄,"vyā, vī",I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
757,vraj,,vraj,vraj,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
758,vrad,,vrn̥d,"vrad, vrand",I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
759,vran,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
760,vraśc,,vṛøśc,vraśc,I,A₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
761,vrādh,,vrādh,vrādh,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
762,vrīḍ,,vrīḍ,vrīḍ,III,I₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
763,vruḍ,,vruḍ,vruḍ,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
764,vlag,,vln̥g,"vlag, vlaṅg",I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
765,vlī,,vlī,"vlī, blī",I,I₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
766,śaṃs,,śn̥s,śaṃs,I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
767,śak,,,,,,,,,,unclassifiable,,,,ambiguous_conflicting,ambiguous_conflicting
768,śaṅk,,śank,śaṅk,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
769,śat,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
770,śad,1,śad,1 śad,II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,spelling+homonym,
771,śad,2,śad,2 śad,II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,spelling+homonym,
772,śap,,śap,śap,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
773,śam,1,śam,"1 śam, śim",II,M,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,spelling+homonym,
774,śam,2,śm̥̄,2 śam,I,M₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
775,śam,3,,,,,,,,,unclassifiable,,,,ambiguous_conflicting,ambiguous_conflicting
776,śal,,śal,śal,II,L,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
777,śaś,,śaś,śaś,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
778,śas,,śas,"śas, śās",II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
779,śā,,śø̄,"śā, śi",I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
780,śās,1,śø̄s,"1 śās, śiṣ",I,A₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
781,śās,2,,,,,,,,,unclassifiable,,,,ambiguous_conflicting,ambiguous_conflicting
782,śikṣ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
783,śiṅgh,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
784,śiñj,,śiñj,śiñj,III,I₁,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
785,śip,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
786,śim,,śam,"1 śam, śim",II,M,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
787,śiṣ,,śiṣ,śiṣ,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
788,śī,1,,,,,,,,,unclassifiable,,,,ambiguous_conflicting,ambiguous_conflicting
789,śī,2,śe,2 śī,II,I,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,spelling+homonym,
790,śuc,,śuc,śuc,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
791,śuj,,śuj,śuj,I,U₁,,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
792,śudh,,śudh,"śudh, śundh",I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
793,śubh,,śubh,"śubh, śumbh",I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
794,śuṣ,1,śuṣ,1 śuṣ,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
795,śuṣ,2,,,,,,,,,unclassifiable,,,,ambiguous_conflicting,ambiguous_conflicting
796,śū,,śvi,"śū, śvā, śvi",I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
797,śṛ,1,śṝ,1 śṛ,I,R₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,ambiguous_same_tip,
798,śṛ,2,śṝ,1 śṛ,I,R₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,ambiguous_same_tip,
799,śṛ,3,śṝ,1 śṛ,I,R₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,ambiguous_same_tip,
800,śṛdh,,śṛdh,śṛdh,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
801,ścand,,cn̥d,"ścand, cand",I,N₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
802,ścam,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
803,ścut,,ścut,ścut,I,U₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
804,śnath,,śnath,śnath,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
805,śyā,,śīø̄,"śyā, śī",I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
806,śrath,,śṛøth,"śrath, ślath",I,A₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
807,śran,,śran,śran,II,N,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
808,śram,,śrm̥̄,śram,I,M₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
809,śrambh,,śrn̥bh,śrambh,I,N₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
810,śrā,,śrā,"śrā, 2 śrī, 2 śṛ",II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
811,śri,,śri,"śri, 3 śṛ",I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
812,śriṣ,,śliṣ,"śliṣ, śriṣ",I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
813,śrī,1,śrī,"1 śrī, śṛ",I,I₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
814,śrī,2,śrī,"1 śrī, śṛ",I,I₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
815,śru,,śru,śru,I,U₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
816,śruṣ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
817,ślath,,śṛøth,"śrath, ślath",I,A₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
818,ślā,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
819,ślāgh,,ślāgh,ślāgh,II,A₂,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
820,śliṣ,,śliṣ,"śliṣ, śriṣ",I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
821,śvañc,,śvn̥c,śvañc,I,N₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
822,śvas,,śvas,"śvas, śuṣ",II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
823,śvā,,śvi,"śū, śvā, śvi",I,I₁,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
824,śvit,,śvit,śvit,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
825,ṣṭhīv,,ṣṭhīv,ṣṭhīv,I,I₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
826,sakṣ,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
827,sagh,,sagh,sagh,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
828,sac,,sac,sac,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
829,saj,,saj,"saj, sañj",II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
830,sad,,sad,sad,II,A₁,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
831,san,,sn̥̄,"san, 2 sā",I,N₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
832,sap,,sap,sap,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
833,sarj,,sarj,sarj,II,R,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
834,saśc,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
835,sas,,sas,sas,II,A₁,veṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
836,sah,,sah,sah,II,A₁,seṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
837,sā,1,sø̄,"1 sā, si",I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
838,sā,2,sø̄,"1 sā, si",I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
839,sādh,,sādh,"sādh, sadh",II,A₂,aniṭ,guna,guna,vrddhi,regular,guna_for_basic,talmud_appendix1,authorial,unique_spelling,
840,si,,sø̄,"1 sā, si",I,A₂,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
841,sic,,sic,sic,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
842,sidh,1,sidh,1 sidh,I,I₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
843,sidh,2,sidh,2 sidh,I,I₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,spelling+homonym,
844,sī,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
845,sīv,,sīv,"sīv, syū",I,I₂,seṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
846,su,,su,su,I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,ambiguous_same_tip,
847,sul,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
848,subh,,subh,"subh, sumbh",I,U₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
849,sū,,sū,"sū, su",I,U₂,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
850,sūd,,sūd,sūd,III,U₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
851,sūrkṣ,,sūrkṣ,sūrkṣ,III,U₂,seṭ,basic,basic,vrddhi,under-strong,,talmud_appendix1,authorial,unique_spelling,
852,sṛ,,sṛ,sṛ,I,R₁,veṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
853,sṛk,,,,,,,,,,unclassifiable,,,,no_appendix1_entry,no_appendix1_entry
854,sṛj,,sṛj,sṛj,I,R₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
855,sṛp,,sṛp,sṛp,I,R₁,aniṭ,basic,guna,vrddhi,regular,,talmud_appendix1,authorial,unique_spelling,
